M,FL,W,D,
0,NaN,8000,NaN,
0.01,NaN,8000,NaN,
0.02,NaN,8000,NaN,
0.03,NaN,8000,NaN,
0.04,NaN,8000,NaN,
0.05,NaN,8000,NaN,
0.06,NaN,8000,NaN,
0.07,NaN,8000,NaN,
0.08,NaN,8000,NaN,
0.09,NaN,8000,NaN,
0.1,NaN,8000,NaN,
0.11,NaN,8000,NaN,
0.12,NaN,8000,NaN,
0.13,NaN,8000,NaN,
0.14,NaN,8000,NaN,
0.15,NaN,8000,NaN,
0.16,NaN,8000,NaN,
0.17,NaN,8000,NaN,
0.18,0,8000,NaN,
0.19,0,8000,NaN,
0.2,0,8000,NaN,
0.21,0,8000,6.465045296,
0.22,0,8000,5.648796629,
0.23,0,8000,5.015369871,
0.24,0,8000,4.534072292,
0.25,0,8000,4.162645788,
0.26,0,8000,3.866394228,
0.27,0,8000,3.626190261,
0.28,0,8000,3.431358154,
0.29,0,8000,3.274780753,
0.3,0,8000,3.151565014,
0.31,0,8000,3.059486827,
0.32,0,8000,2.994542791,
0.33,0,8000,2.95317433,
0.34,0,8000,2.931822867,
0.35,0,8000,2.928264289,
0.36,0,8000,2.939829666,
0.37,0,8000,2.964739707,
0.38,0,8000,3.001659946,
0.39,0,8000,3.049700739,
0.4,0,8000,3.107972443,
0.41,0,8000,3.175585411,
0.42,0,8000,3.252094823,
0.43,0,8000,3.3379455,
0.44,0,8000,3.434027087,
0.45,0,8000,3.540339584,
0.46,0,8000,3.657327812,
0.47,0,8000,3.784102128,
0.48,0,8000,3.920662532,
0.49,0,8000,4.066119379,
0.5,0,8000,4.220027846,
0.51,0,8000,4.381498291,
0.52,0,8000,4.549196246,
0.53,0,8000,4.722676889,
0.54,0,8000,4.901050576,
0.55,0,8000,5.083427662,
0.56,0,8000,5.27025297,
0.57,0,8000,5.460636855,
0.58,0,8000,5.654579317,
0.59,0,8000,5.851635535,
0.6,0,8000,6.051360685,
0.61,0,8000,6.254644413,
0.62,0,8000,6.461486718,
0.63,0,8000,6.672777245,
0.64,0,8000,6.888960816,
0.65,0,8000,7.110482252,
0.66,0,8000,7.337786377,
0.67,0,8000,7.569983545,
0.68,0,8000,7.806628935,
0.69,0,8000,8.047277724,
0.7,0,8000,8.291040269,
0.71,0,8000,8.53613728,
0.72,0,8000,8.782568757,
0.73,0,8000,9.029000235,
0.74,0,8000,9.27498689,
0.75,0,8000,9.519639079,
0.76,0,8000,9.762956801,
0.77,0,8000,10.00316077,
0.78,0,8000,10.2406958,
0.79,0,8000,10.4755619,
0.8,0,8000,10.70909354,
0.81,0,8000,10.94262517,
0.82,0,8000,11.1779361,
0.83,0,8000,11.41769524,
0.84,0,8000,11.66590601,
0.85,0,8000,11.92924073,
0.86,0,8000,12.22148889,
0.87,0,8000,12.568895,
0.88,0,8000,13.01905502,
0.89,0,8000,13.62445799,
0.9,0,8000,14.39266586,
0.91,0,8000,15.34769904,
0.92,0,8000,16.65325208,
0.93,0,8000,18.19456087,
0.94,0,8000,19.73409037,
0.95,0,8000,21.32788818,
0.96,0,8000,22.74687087,
0.97,0,8000,24.12270582,
0.98,0,8000,25.55369871,
0.99,0,8000,27.21510949,
1,0,8000,NaN,
1.01,0,8000,NaN,
1.02,0,8000,NaN,
1.03,0,8000,NaN,
1.04,NaN,8000,NaN,
1.05,NaN,8000,NaN,
1.06,NaN,8000,NaN,
1.07,NaN,8000,NaN,
1.08,NaN,8000,NaN,
1.09,NaN,8000,NaN,
1.1,NaN,8000,NaN,
1.11,NaN,8000,NaN,
1.12,NaN,8000,NaN,
1.13,NaN,8000,NaN,
1.14,NaN,8000,NaN,
1.15,NaN,8000,NaN,
1.16,NaN,8000,NaN,
1.17,NaN,8000,NaN,
1.18,NaN,8000,NaN,
1.19,NaN,8000,NaN,
1.2,NaN,8000,NaN,
1.21,NaN,8000,NaN,
1.22,NaN,8000,NaN,
1.23,NaN,8000,NaN,
1.24,NaN,8000,NaN,
1.25,NaN,8000,NaN,
0,NaN,8000,NaN,
0.01,NaN,8000,NaN,
0.02,NaN,8000,NaN,
0.03,NaN,8000,NaN,
0.04,NaN,8000,NaN,
0.05,NaN,8000,NaN,
0.06,NaN,8000,NaN,
0.07,NaN,8000,NaN,
0.08,NaN,8000,NaN,
0.09,NaN,8000,NaN,
0.1,NaN,8000,NaN,
0.11,NaN,8000,NaN,
0.12,NaN,8000,NaN,
0.13,NaN,8000,NaN,
0.14,NaN,8000,NaN,
0.15,NaN,8000,NaN,
0.16,NaN,8000,NaN,
0.17,NaN,8000,NaN,
0.18,NaN,8000,NaN,
0.19,NaN,8000,NaN,
0.2,100,8000,NaN,
0.21,100,8000,NaN,
0.22,100,8000,NaN,
0.23,100,8000,NaN,
0.24,100,8000,NaN,
0.25,100,8000,6.900971014,
0.26,100,8000,6.122532231,
0.27,100,8000,5.590969748,
0.28,100,8000,5.167943873,
0.29,100,8000,4.812086143,
0.3,100,8000,4.514500117,
0.31,100,8000,4.273851328,
0.32,100,8000,4.082577798,
0.33,100,8000,3.928669331,
0.34,100,8000,3.802339837,
0.35,100,8000,3.696472162,
0.36,100,8000,3.604838797,
0.37,100,8000,3.526105274,
0.38,100,8000,3.460271595,
0.39,100,8000,3.407782579,
0.4,100,8000,3.368193407,
0.41,100,8000,3.342393722,
0.42,100,8000,3.329049057,
0.43,100,8000,3.32771459,
0.44,100,8000,3.337500678,
0.45,100,8000,3.357072853,
0.46,100,8000,3.385541471,
0.47,100,8000,3.422461711,
0.48,100,8000,3.466054283,
0.49,100,8000,3.516319187,
0.5,100,8000,3.571921957,
0.51,100,8000,3.631972949,
0.52,100,8000,3.696472162,
0.53,100,8000,3.764529953,
0.54,100,8000,3.836591143,
0.55,100,8000,3.912210911,
0.56,100,8000,3.991389255,
0.57,100,8000,4.075460644,
0.58,100,8000,4.166204365,
0.59,100,8000,4.264510063,
0.6,100,8000,4.372601848,
0.61,100,8000,4.490479721,
0.62,100,8000,4.617698859,
0.63,100,8000,4.75381444,
0.64,100,8000,4.897491998,
0.65,100,8000,5.048286711,
0.66,100,8000,5.204864112,
0.67,100,8000,5.368113845,
0.68,100,8000,5.537591089,
0.69,100,8000,5.71285102,
0.7,100,8000,5.89389364,
0.71,100,8000,6.079829304,
0.72,100,8000,6.270658011,
0.73,100,8000,6.466379762,
0.74,100,8000,6.666994557,
0.75,100,8000,6.872947218,
0.76,100,8000,7.084682567,
0.77,100,8000,7.303979892,
0.78,100,8000,7.532618483,
0.79,100,8000,7.772822451,
0.8,100,8000,8.026815905,
0.81,100,8000,8.295933312,
0.82,100,8000,8.577505741,
0.83,100,8000,8.86752979,
0.84,100,8000,9.162002061,
0.85,100,8000,9.458253621,
0.86,100,8000,9.754950002,
0.87,100,8000,10.05520496,
0.88,100,8000,10.36079779,
0.89,100,8000,10.6761767,
0.9,100,8000,11.00801403,
0.91,100,8000,11.37721643,
0.92,100,8000,11.83137985,
0.93,100,8000,12.41676582,
0.94,100,8000,13.34155109,
0.95,100,8000,16.09855885,
0.96,100,8000,18.19278158,
0.97,100,8000,20.69579589,
0.98,100,8000,23.52753377,
0.99,100,8000,27.46198579,
1,100,8000,NaN,
1.01,100,8000,NaN,
1.02,100,8000,NaN,
1.03,NaN,8000,NaN,
1.04,NaN,8000,NaN,
1.05,NaN,8000,NaN,
1.06,NaN,8000,NaN,
1.07,NaN,8000,NaN,
1.08,NaN,8000,NaN,
1.09,NaN,8000,NaN,
1.1,NaN,8000,NaN,
1.11,NaN,8000,NaN,
1.12,NaN,8000,NaN,
1.13,NaN,8000,NaN,
1.14,NaN,8000,NaN,
1.15,NaN,8000,NaN,
1.16,NaN,8000,NaN,
1.17,NaN,8000,NaN,
1.18,NaN,8000,NaN,
1.19,NaN,8000,NaN,
1.2,NaN,8000,NaN,
1.21,NaN,8000,NaN,
1.22,NaN,8000,NaN,
1.23,NaN,8000,NaN,
1.24,NaN,8000,NaN,
1.25,NaN,8000,NaN,
0,NaN,8000,NaN,
0.01,NaN,8000,NaN,
0.02,NaN,8000,NaN,
0.03,NaN,8000,NaN,
0.04,NaN,8000,NaN,
0.05,NaN,8000,NaN,
0.06,NaN,8000,NaN,
0.07,NaN,8000,NaN,
0.08,NaN,8000,NaN,
0.09,NaN,8000,NaN,
0.1,NaN,8000,NaN,
0.11,NaN,8000,NaN,
0.12,NaN,8000,NaN,
0.13,NaN,8000,NaN,
0.14,NaN,8000,NaN,
0.15,NaN,8000,NaN,
0.16,NaN,8000,NaN,
0.17,NaN,8000,NaN,
0.18,NaN,8000,NaN,
0.19,NaN,8000,NaN,
0.2,NaN,8000,NaN,
0.21,NaN,8000,NaN,
0.22,NaN,8000,NaN,
0.23,NaN,8000,NaN,
0.24,NaN,8000,NaN,
0.25,NaN,8000,NaN,
0.26,NaN,8000,NaN,
0.27,200,8000,NaN,
0.28,200,8000,NaN,
0.29,200,8000,NaN,
0.3,200,8000,6.932553387,
0.31,200,8000,5.962841075,
0.32,200,8000,5.32585574,
0.33,200,8000,4.892598955,
0.34,200,8000,4.568768421,
0.35,200,8000,4.301430302,
0.36,200,8000,4.0705676,
0.37,200,8000,3.865059761,
0.38,200,8000,3.678679276,
0.39,200,8000,3.507867566,
0.4,200,8000,3.353069454,
0.41,200,8000,3.224960671,
0.42,200,8000,3.129323906,
0.43,200,8000,3.064379871,
0.44,200,8000,3.023901054,
0.45,200,8000,3.000770302,
0.46,200,8000,2.99009457,
0.47,200,8000,2.988315281,
0.48,200,8000,2.994097969,
0.49,200,8000,3.006108168,
0.5,200,8000,3.023901054,
0.51,200,8000,3.047921451,
0.52,200,8000,3.077279713,
0.53,200,8000,3.112420664,
0.54,200,8000,3.153789125,
0.55,200,8000,3.202719563,
0.56,200,8000,3.259211978,
0.57,200,8000,3.324156013,
0.58,200,8000,3.398441314,
0.59,200,8000,3.481178236,
0.6,200,8000,3.572366779,
0.61,200,8000,3.671562121,
0.62,200,8000,3.776984974,
0.63,200,8000,3.88730087,
0.64,200,8000,4.002064987,
0.65,200,8000,4.119053216,
0.66,200,8000,4.237820733,
0.67,200,8000,4.357922716,
0.68,200,8000,4.480248811,
0.69,200,8000,4.605243838,
0.7,200,8000,4.733352621,
0.71,200,8000,4.864130336,
0.72,200,8000,4.998466629,
0.73,200,8000,5.135916677,
0.74,200,8000,5.276925302,
0.75,200,8000,5.421937327,
0.76,200,8000,5.570063107,
0.77,200,8000,5.722192286,
0.78,200,8000,5.87743522,
0.79,200,8000,6.035347088,
0.8,200,8000,6.195927888,
0.81,200,8000,6.359177621,
0.82,200,8000,6.524651465,
0.83,200,8000,6.692794242,
0.84,200,8000,6.86316113,
0.85,200,8000,7.036196951,
0.86,200,8000,7.212346527,
0.87,200,8000,7.391609858,
0.88,200,8000,7.575766233,
0.89,200,8000,7.767039762,
0.9,200,8000,7.975661356,
0.91,200,8000,8.229209988,
0.92,200,8000,8.619763846,
0.93,200,8000,9.368844366,
0.94,200,8000,10.75179647,
0.95,200,8000,14.05282173,
0.96,200,8000,15.26184836,
0.97,200,8000,16.35744535,
0.98,200,8000,17.43880802,
0.99,200,8000,18.46545757,
1,200,8000,19.43694917,
1.01,200,8000,20.37063089,
1.02,200,8000,21.28029221,
1.03,200,8000,22.17393993,
1.04,200,8000,23.05468781,
1.05,200,8000,23.92520478,
1.06,200,8000,24.7846012,
1.07,200,8000,25.63198741,
1.08,NaN,8000,NaN,
1.09,NaN,8000,NaN,
1.1,NaN,8000,NaN,
1.11,NaN,8000,NaN,
1.12,NaN,8000,NaN,
1.13,NaN,8000,NaN,
1.14,NaN,8000,NaN,
1.15,NaN,8000,NaN,
1.16,NaN,8000,NaN,
1.17,NaN,8000,NaN,
1.18,NaN,8000,NaN,
1.19,NaN,8000,NaN,
1.2,NaN,8000,NaN,
1.21,NaN,8000,NaN,
1.22,NaN,8000,NaN,
1.23,NaN,8000,NaN,
1.24,NaN,8000,NaN,
1.25,NaN,8000,NaN,
0,NaN,8000,NaN,
0.01,NaN,8000,NaN,
0.02,NaN,8000,NaN,
0.03,NaN,8000,NaN,
0.04,NaN,8000,NaN,
0.05,NaN,8000,NaN,
0.06,NaN,8000,NaN,
0.07,NaN,8000,NaN,
0.08,NaN,8000,NaN,
0.09,NaN,8000,NaN,
0.1,NaN,8000,NaN,
0.11,NaN,8000,NaN,
0.12,NaN,8000,NaN,
0.13,NaN,8000,NaN,
0.14,NaN,8000,NaN,
0.15,NaN,8000,NaN,
0.16,NaN,8000,NaN,
0.17,NaN,8000,NaN,
0.18,NaN,8000,NaN,
0.19,NaN,8000,NaN,
0.2,NaN,8000,NaN,
0.21,NaN,8000,NaN,
0.22,NaN,8000,NaN,
0.23,NaN,8000,NaN,
0.24,NaN,8000,NaN,
0.25,NaN,8000,NaN,
0.26,NaN,8000,NaN,
0.27,NaN,8000,NaN,
0.28,NaN,8000,NaN,
0.29,NaN,8000,NaN,
0.3,NaN,8000,NaN,
0.31,NaN,8000,NaN,
0.32,NaN,8000,NaN,
0.33,300,8000,NaN,
0.34,300,8000,NaN,
0.35,300,8000,NaN,
0.36,300,8000,NaN,
0.37,300,8000,NaN,
0.38,300,8000,6.754179701,
0.39,300,8000,6.323147026,
0.4,300,8000,5.915689926,
0.41,300,8000,5.543818599,
0.42,300,8000,5.212870911,
0.43,300,8000,4.923291684,
0.44,300,8000,4.674191273,
0.45,300,8000,4.460676636,
0.46,300,8000,4.276520261,
0.47,300,8000,4.116829105,
0.48,300,8000,3.977154946,
0.49,300,8000,3.854828852,
0.5,300,8000,3.748516355,
0.51,300,8000,3.65688299,
0.52,300,8000,3.578149467,
0.53,300,8000,3.512315787,
0.54,300,8000,3.458937128,
0.55,300,8000,3.417568667,
0.56,300,8000,3.38732076,
0.57,300,8000,3.368193407,
0.58,300,8000,3.359296964,
0.59,300,8000,3.359296964,
0.6,300,8000,3.368193407,
0.61,300,8000,3.385096649,
0.62,300,8000,3.409561868,
0.63,300,8000,3.440699419,
0.64,300,8000,3.478064481,
0.65,300,8000,3.520767408,
0.66,300,8000,3.568808202,
0.67,300,8000,3.622186861,
0.68,300,8000,3.681793031,
0.69,300,8000,3.748516355,
0.7,300,8000,3.822356834,
0.71,300,8000,3.903314467,
0.72,300,8000,3.992723722,
0.73,300,8000,4.089250131,
0.74,300,8000,4.192893695,
0.75,300,8000,4.303654413,
0.76,300,8000,4.420642641,
0.77,300,8000,4.542523914,
0.78,300,8000,4.668408585,
0.79,300,8000,4.797851834,
0.8,300,8000,4.930408838,
0.81,300,8000,5.064745131,
0.82,300,8000,5.201305535,
0.83,300,8000,5.339200405,
0.84,300,8000,5.477540097,
0.85,300,8000,5.615879789,
0.86,300,8000,5.754219482,
0.87,300,8000,5.899231506,
0.88,300,8000,6.066484639,
0.89,300,8000,6.283113032,
0.9,300,8000,6.579809413,
0.91,300,8000,6.964580583,
0.92,300,8000,7.42497152,
0.93,300,8000,7.962316691,
0.94,300,8000,8.608643292,
0.95,300,8000,9.547662875,
0.96,300,8000,11.23932156,
0.97,300,8000,12.40475562,
0.98,300,8000,13.28372421,
0.99,300,8000,14.03636331,
1,300,8000,14.70848959,
1.01,300,8000,15.31834078,
1.02,300,8000,15.87659259,
1.03,300,8000,16.39125183,
1.04,300,8000,16.86854601,
1.05,300,8000,17.31247853,
1.06,300,8000,17.73016654,
1.07,300,8000,18.12783755,
1.08,300,8000,18.50905014,
1.09,300,8000,18.87647325,
1.1,300,8000,19.23099651,
1.11,300,8000,19.57350957,
1.12,300,8000,19.9031228,
1.13,300,8000,20.21672242,
1.14,300,8000,20.50496718,
1.15,300,8000,20.74339186,
1.16,NaN,8000,NaN,
1.17,NaN,8000,NaN,
1.18,NaN,8000,NaN,
1.19,NaN,8000,NaN,
1.2,NaN,8000,NaN,
1.21,NaN,8000,NaN,
1.22,NaN,8000,NaN,
1.23,NaN,8000,NaN,
1.24,NaN,8000,NaN,
1.25,NaN,8000,NaN,
0,NaN,8000,NaN,
0.01,NaN,8000,NaN,
0.02,NaN,8000,NaN,
0.03,NaN,8000,NaN,
0.04,NaN,8000,NaN,
0.05,NaN,8000,NaN,
0.06,NaN,8000,NaN,
0.07,NaN,8000,NaN,
0.08,NaN,8000,NaN,
0.09,NaN,8000,NaN,
0.1,NaN,8000,NaN,
0.11,NaN,8000,NaN,
0.12,NaN,8000,NaN,
0.13,NaN,8000,NaN,
0.14,NaN,8000,NaN,
0.15,NaN,8000,NaN,
0.16,NaN,8000,NaN,
0.17,NaN,8000,NaN,
0.18,NaN,8000,NaN,
0.19,NaN,8000,NaN,
0.2,NaN,8000,NaN,
0.21,NaN,8000,NaN,
0.22,NaN,8000,NaN,
0.23,NaN,8000,NaN,
0.24,NaN,8000,NaN,
0.25,NaN,8000,NaN,
0.26,NaN,8000,NaN,
0.27,NaN,8000,NaN,
0.28,NaN,8000,NaN,
0.29,NaN,8000,NaN,
0.3,NaN,8000,NaN,
0.31,NaN,8000,NaN,
0.32,NaN,8000,NaN,
0.33,NaN,8000,NaN,
0.34,NaN,8000,NaN,
0.35,NaN,8000,NaN,
0.36,NaN,8000,NaN,
0.37,NaN,8000,NaN,
0.38,NaN,8000,NaN,
0.39,NaN,8000,NaN,
0.4,NaN,8000,NaN,
0.41,NaN,8000,NaN,
0.42,NaN,8000,NaN,
0.43,NaN,8000,NaN,
0.44,400,8000,NaN,
0.45,400,8000,NaN,
0.46,400,8000,NaN,
0.47,400,8000,5.349208903,
0.48,400,8000,5.050199446,
0.49,400,8000,4.784907509,
0.5,400,8000,4.547817297,
0.51,400,8000,4.33029926,
0.52,400,8000,4.126748639,
0.53,400,8000,3.934941323,
0.54,400,8000,3.754210079,
0.55,400,8000,3.585177657,
0.56,400,8000,3.429934723,
0.57,400,8000,3.291861924,
0.58,400,8000,3.172249245,
0.59,400,8000,3.069895666,
0.6,400,8000,2.98186536,
0.61,400,8000,2.905044572,
0.62,400,8000,2.836986782,
0.63,400,8000,2.777247165,
0.64,400,8000,2.725692277,
0.65,400,8000,2.682366598,
0.66,400,8000,2.64727013,
0.67,400,8000,2.620625282,
0.68,400,8000,2.602565503,
0.69,400,8000,2.593313202,
0.7,400,8000,2.593224237,
0.71,400,8000,2.602387574,
0.72,400,8000,2.620447354,
0.73,400,8000,2.646958754,
0.74,400,8000,2.681654883,
0.75,400,8000,2.724268846,
0.76,400,8000,2.774711679,
0.77,400,8000,2.832849936,
0.78,400,8000,2.898728098,
0.79,400,8000,2.972390648,
0.8,400,8000,3.054015514,
0.81,400,8000,3.143825109,
0.82,400,8000,3.241952878,
0.83,400,8000,3.348354339,
0.84,400,8000,3.463029492,
0.85,400,8000,3.586245231,
0.86,400,8000,3.718401895,
0.87,400,8000,3.860255682,
0.88,400,8000,4.013185541,
0.89,400,8000,4.179282136,
0.9,400,8000,4.362682314,
0.91,400,8000,4.571170461,
0.92,400,8000,4.816979187,
0.93,400,8000,5.119680668,
0.94,400,8000,5.500359474,
0.95,400,8000,5.943624758,
0.96,400,8000,6.507125472,
0.97,400,8000,7.841236099,
0.98,400,8000,9.10657722,
0.99,400,8000,9.837686924,
1,400,8000,10.38050341,
1.01,400,8000,10.84956838,
1.02,400,8000,11.2667226,
1.03,400,8000,11.63054265,
1.04,400,8000,11.95766486,
1.05,400,8000,12.28616603,
1.06,400,8000,12.61431134,
1.07,400,8000,12.88636457,
1.08,400,8000,13.11349077,
1.09,400,8000,13.31219283,
1.1,400,8000,13.49270166,
1.11,400,8000,13.66240132,
1.12,400,8000,13.82520623,
1.13,400,8000,13.98325154,
1.14,400,8000,14.13778276,
1.15,400,8000,14.28982297,
1.16,400,8000,14.43999494,
1.17,400,8000,14.58883243,
1.18,400,8000,14.73678028,
1.19,400,8000,14.88419435,
1.2,NaN,8000,NaN,
1.21,NaN,8000,NaN,
1.22,NaN,8000,NaN,
1.23,NaN,8000,NaN,
1.24,NaN,8000,NaN,
1.25,NaN,8000,NaN,
0,NaN,8000,NaN,
0.01,NaN,8000,NaN,
0.02,NaN,8000,NaN,
0.03,NaN,8000,NaN,
0.04,NaN,8000,NaN,
0.05,NaN,8000,NaN,
0.06,NaN,8000,NaN,
0.07,NaN,8000,NaN,
0.08,NaN,8000,NaN,
0.09,NaN,8000,NaN,
0.1,NaN,8000,NaN,
0.11,NaN,8000,NaN,
0.12,NaN,8000,NaN,
0.13,NaN,8000,NaN,
0.14,NaN,8000,NaN,
0.15,NaN,8000,NaN,
0.16,NaN,8000,NaN,
0.17,NaN,8000,NaN,
0.18,NaN,8000,NaN,
0.19,NaN,8000,NaN,
0.2,NaN,8000,NaN,
0.21,NaN,8000,NaN,
0.22,NaN,8000,NaN,
0.23,NaN,8000,NaN,
0.24,NaN,8000,NaN,
0.25,NaN,8000,NaN,
0.26,NaN,8000,NaN,
0.27,NaN,8000,NaN,
0.28,NaN,8000,NaN,
0.29,NaN,8000,NaN,
0.3,NaN,8000,NaN,
0.31,NaN,8000,NaN,
0.32,NaN,8000,NaN,
0.33,NaN,8000,NaN,
0.34,NaN,8000,NaN,
0.35,NaN,8000,NaN,
0.36,NaN,8000,NaN,
0.37,NaN,8000,NaN,
0.38,NaN,8000,NaN,
0.39,NaN,8000,NaN,
0.4,NaN,8000,NaN,
0.41,NaN,8000,NaN,
0.42,NaN,8000,NaN,
0.43,NaN,8000,NaN,
0.44,NaN,8000,NaN,
0.45,NaN,8000,NaN,
0.46,NaN,8000,NaN,
0.47,NaN,8000,NaN,
0.48,NaN,8000,NaN,
0.49,NaN,8000,NaN,
0.5,NaN,8000,NaN,
0.51,NaN,8000,NaN,
0.52,NaN,8000,NaN,
0.53,NaN,8000,NaN,
0.54,NaN,8000,NaN,
0.55,NaN,8000,NaN,
0.56,NaN,8000,NaN,
0.57,NaN,8000,NaN,
0.58,NaN,8000,NaN,
0.59,NaN,8000,NaN,
0.6,NaN,8000,NaN,
0.61,NaN,8000,NaN,
0.62,500,8000,NaN,
0.63,500,8000,NaN,
0.64,500,8000,NaN,
0.65,500,8000,NaN,
0.66,500,8000,5.414820172,
0.67,500,8000,5.203307234,
0.68,500,8000,4.995664249,
0.69,500,8000,4.795049455,
0.7,500,8000,4.603731443,
0.71,500,8000,4.423178128,
0.72,500,8000,4.254279153,
0.73,500,8000,4.097167965,
0.74,500,8000,3.951622154,
0.75,500,8000,3.817330344,
0.76,500,8000,3.694337016,
0.77,500,8000,3.582864582,
0.78,500,8000,3.4832689,
0.79,500,8000,3.396039274,
0.8,500,8000,3.321798456,
0.81,500,8000,3.261302642,
0.82,500,8000,3.215530441,
0.83,500,8000,3.18559391,
0.84,500,8000,3.172783032,
0.85,500,8000,3.178654684,
0.86,500,8000,3.204054029,
0.87,500,8000,3.248135906,
0.88,500,8000,3.310188597,
0.89,500,8000,3.389544871,
0.9,500,8000,3.485804387,
0.91,500,8000,3.598789216,
0.92,500,8000,3.72854384,
0.93,500,8000,3.875424118,
0.94,500,8000,4.040275211,
0.95,500,8000,4.224698479,
0.96,500,8000,4.432163535,
0.97,500,8000,4.66889789,
0.98,500,8000,4.942908341,
0.99,500,8000,5.263046851,
1,500,8000,5.636208162,
1.01,500,8000,6.061502631,
1.02,500,8000,6.531590691,
1.03,500,8000,7.037798311,
1.04,500,8000,7.568782525,
1.05,500,8000,NaN,
1.06,500,8000,NaN,
1.07,500,8000,NaN,
1.08,500,8000,NaN,
1.09,500,8000,NaN,
1.1,500,8000,NaN,
1.11,500,8000,NaN,
1.12,NaN,8000,NaN,
1.13,NaN,8000,NaN,
1.14,NaN,8000,NaN,
1.15,NaN,8000,NaN,
1.16,NaN,8000,NaN,
1.17,NaN,8000,NaN,
1.18,NaN,8000,NaN,
1.19,NaN,8000,NaN,
1.2,NaN,8000,NaN,
1.21,NaN,8000,NaN,
1.22,NaN,8000,NaN,
1.23,NaN,8000,NaN,
1.24,NaN,8000,NaN,
1.25,NaN,8000,NaN,
0,NaN,10000,NaN,
0.01,NaN,10000,NaN,
0.02,NaN,10000,NaN,
0.03,NaN,10000,NaN,
0.04,NaN,10000,NaN,
0.05,NaN,10000,NaN,
0.06,NaN,10000,NaN,
0.07,NaN,10000,NaN,
0.08,NaN,10000,NaN,
0.09,NaN,10000,NaN,
0.1,NaN,10000,NaN,
0.11,NaN,10000,NaN,
0.12,NaN,10000,NaN,
0.13,NaN,10000,NaN,
0.14,NaN,10000,NaN,
0.15,NaN,10000,NaN,
0.16,NaN,10000,NaN,
0.17,NaN,10000,NaN,
0.18,0,10000,NaN,
0.19,0,10000,NaN,
0.2,0,10000,NaN,
0.21,0,10000,NaN,
0.22,0,10000,NaN,
0.23,0,10000,NaN,
0.24,0,10000,7.316434913,
0.25,0,10000,6.541109885,
0.26,0,10000,5.952165343,
0.27,0,10000,5.486881362,
0.28,0,10000,5.106113592,
0.29,0,10000,4.789845035,
0.3,0,10000,4.525175849,
0.31,0,10000,4.304988879,
0.32,0,10000,4.122611793,
0.33,0,10000,3.974041191,
0.34,0,10000,3.853494385,
0.35,0,10000,3.758302443,
0.36,0,10000,3.684906786,
0.37,0,10000,3.631972949,
0.38,0,10000,3.598166465,
0.39,0,10000,3.582152867,
0.4,0,10000,3.583042511,
0.41,0,10000,3.60128022,
0.42,0,10000,3.635976348,
0.43,0,10000,3.687130897,
0.44,0,10000,3.752964577,
0.45,0,10000,3.831698099,
0.46,0,10000,3.922886642,
0.47,0,10000,4.024306095,
0.48,0,10000,4.135956458,
0.49,0,10000,4.256058441,
0.5,0,10000,4.384167224,
0.51,0,10000,4.519837983,
0.52,0,10000,4.661736253,
0.53,0,10000,4.808972388,
0.54,0,10000,4.96154639,
0.55,0,10000,5.120792723,
0.56,0,10000,5.28671139,
0.57,0,10000,5.460192033,
0.58,0,10000,5.641234652,
0.59,0,10000,5.829839249,
0.6,0,10000,6.024671356,
0.61,0,10000,6.225286151,
0.62,0,10000,6.430793989,
0.63,0,10000,6.641639694,
0.64,0,10000,6.857378442,
0.65,0,10000,7.078455056,
0.66,0,10000,7.304869537,
0.67,0,10000,7.536177061,
0.68,0,10000,7.772822451,
0.69,0,10000,8.013916062,
0.7,0,10000,8.259013073,
0.71,0,10000,8.506779017,
0.72,0,10000,8.755434605,
0.73,0,10000,9.004979838,
0.74,0,10000,9.254080248,
0.75,0,10000,9.50140137,
0.76,0,10000,9.746053559,
0.77,0,10000,9.987147171,
0.78,0,10000,10.22334774,
0.79,0,10000,10.45643455,
0.8,0,10000,10.68729725,
0.81,0,10000,10.91815995,
0.82,0,10000,11.15080195,
0.83,0,10000,11.38833698,
0.84,0,10000,11.6356581,
0.85,0,10000,11.90032729,
0.86,0,10000,12.19702367,
0.87,0,10000,12.55021247,
0.88,0,10000,13.00437589,
0.89,0,10000,13.61778565,
0.9,0,10000,14.41446214,
0.91,0,10000,15.40775003,
0.92,0,10000,16.65147279,
0.93,0,10000,18.11938593,
0.94,0,10000,19.74876951,
0.95,0,10000,21.5289478,
0.96,0,10000,22.51556335,
0.97,0,10000,23.37495977,
0.98,0,10000,24.70319874,
0.99,0,10000,27.7493409,
1,0,10000,NaN,
1.01,0,10000,NaN,
1.02,0,10000,NaN,
1.03,0,10000,NaN,
1.04,NaN,10000,NaN,
1.05,NaN,10000,NaN,
1.06,NaN,10000,NaN,
1.07,NaN,10000,NaN,
1.08,NaN,10000,NaN,
1.09,NaN,10000,NaN,
1.1,NaN,10000,NaN,
1.11,NaN,10000,NaN,
1.12,NaN,10000,NaN,
1.13,NaN,10000,NaN,
1.14,NaN,10000,NaN,
1.15,NaN,10000,NaN,
1.16,NaN,10000,NaN,
1.17,NaN,10000,NaN,
1.18,NaN,10000,NaN,
1.19,NaN,10000,NaN,
1.2,NaN,10000,NaN,
1.21,NaN,10000,NaN,
1.22,NaN,10000,NaN,
1.23,NaN,10000,NaN,
1.24,NaN,10000,NaN,
1.25,NaN,10000,NaN,
